secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1644.8,-105.26983483,40.01058046,0,0,20,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1645,-105.26983592,40.01058021,0,0,20,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1645,-105.26983701,40.01057987,0,0,20,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1644.8,-105.26983810,40.01057937,0,0,20,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1645,-105.26983961,40.01057954,0,0,20,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1645,-105.26984070,40.01057970,0,0,20,0,-255,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,1645,-105.26984137,40.01057962,0,0,20,0,-255,0,0,0,0,0,0,0,0
8,3,0,3e-05,0,0,0,1645,-105.26984271,40.01058012,0,0,20,0,-255,0,0,0,0,0,0,0,0
9,0,0,3e-05,0,0,0,1645,-105.26984355,40.01057987,0,0,20,0,-255,0,0,0,0,0,0,0,0
10,0,0,3e-05,0,0,0,1645,-105.26984413,40.01057970,0,0,20,0,-255,0,0,0,0,0,0,0,0
11,0,0,9e-05,0,0,0,1645,-105.26984665,40.01058079,0,0,20,0,-255,0,0,0,0,0,0,0,0
12,0,0,0.00011,0,0,0,1645,-105.26984807,40.01058121,0,0,20,0,-255,0,0,0,0,0,0,0,0
13,0,0,0.00011,0,0,0,1645,-105.26984908,40.01058104,0,0,20,0,-255,0,0,0,0,0,0,0,0
14,0,0,0.00011,0,0,0,1645,-105.26984883,40.01058046,0,0,20,0,-255,0,0,0,0,0,0,0,0
15,0,0,0.00011,0,0,0,1645,-105.26985042,40.01058037,0,0,20,0,-255,0,0,0,0,0,0,0,0
16,0,0,0.00011,0,0,0,1645,-105.26985260,40.01058012,0,0,20,0,-255,0,0,0,0,0,0,0,0
17,0,0,0.00011,0,0,0,1645,-105.26985444,40.01058037,0,0,20,0,-255,0,0,0,0,0,0,0,0
18,0,0,0.0002,0,0,0,1645,-105.26985679,40.01058163,0,0,20,0,-255,0,0,0,0,0,0,0,0
19,0,0,0.00021,0,0,0,1644.8,-105.26985771,40.01058188,0,0,20,0,-255,0,0,0,0,0,0,0,0
20,0,0,0.00022,0,0,0,1644.8,-105.26986023,40.01058247,0,0,20,0,-255,0,0,0,0,0,0,0,0
21,0,0,0.00022,0,0,0,1644.8,-105.26986081,40.01058230,0,0,20,0,-255,0,0,0,0,0,0,0,0
22,0,0,0.00031,0,0,0,1644.8,-105.26986165,40.01058331,0,0,20,0,-255,0,0,0,0,0,0,0,0
23,0,0,0.00036,0,0,0,1644.8,-105.26986249,40.01058398,0,0,20,0,-255,0,0,0,0,0,0,0,0
24,0,0,0.00041,0,0,0,1644.8,-105.26986232,40.01058440,0,0,20,0,-255,0,0,0,0,0,0,0,0
25,0,0,0.00049,0,0,0,1644.8,-105.26986148,40.01058498,0,0,20,0,-255,0,0,0,0,0,0,0,0
26,0,0,0.00062,0,0,0,1644.8,-105.26986190,40.01058624,0,0,20,0,-255,0,0,0,0,0,0,0,0
27,0,0,0.00072,0,0,0,1644.8,-105.26986291,40.01058733,0,0,20,0,-255,0,0,0,0,0,0,0,0
28,0,0,0.00081,0,0,0,1645,-105.26986283,40.01058817,0,0,20,0,-255,0,0,0,0,0,0,0,0
29,0,0,0.00092,0,0,0,1645,-105.26986341,40.01058926,0,0,20,0,-255,0,0,0,0,0,0,0,0
30,0,0,0.00103,0,0,0,1645.2,-105.26986400,40.01059043,0,0,20,0,-255,0,0,0,0,0,0,0,0
31,0,0,0.00118,0,0,0,1645.2,-105.26986408,40.01059186,0,0,20,0,-255,0,0,0,0,0,0,0,0
32,0,0,0.00131,0,0,0,1645.2,-105.26986467,40.01059311,0,0,20,0,-255,0,0,0,0,0,0,0,0
33,0,0,0.00143,0,0,0,1645.2,-105.26986500,40.01059437,0,0,20,0,-255,0,0,0,0,0,0,0,0
34,0,0,0.00157,0,0,0,1645.2,-105.26986559,40.01059571,0,0,20,0,-255,0,0,0,0,0,0,0,0
35,0,0,0.00168,0,0,0,1645.2,-105.26986534,40.01059672,0,0,20,0,-255,0,0,0,0,0,0,0,0
36,2,0,0.0018,0,0,0,1645.2,-105.26986509,40.01059781,0,0,20,0,-255,0,0,0,0,0,0,0,0
37,2,0,0.00189,0,0,0,1645.2,-105.26986484,40.01059856,0,0,20,0,-255,0,0,0,0,0,0,0,0
38,50,0,0.00193,0,0,0,1645,-105.26986509,40.01059898,0,0,20,0,-255,0,0,0,0,0,0,0,0
39,50,0,0.002,0,0,0,1645,-105.26986484,40.01059957,0,0,20,0,-255,0,0,0,0,0,0,0,0
40,34,0,0.00206,0,0,117,1645,-105.26986433,40.01060007,0,0,20,0,-255,0,0,0,0,0,0,0,0
41,39,0,0.00211,0,0,154,1645,-105.26986425,40.01060049,0,0,20,0,-255,0,0,0,0,0,0,0,0
42,39,0,0.00218,0,0,158,1645,-105.26986467,40.01060124,0,0,20,0,-255,0,0,0,0,0,0,0,0
43,43,0,0.00221,0,0,158,1645,-105.26986509,40.01060158,0,0,20,0,-255,0,0,0,0,0,0,0,0
44,46,0,0.00221,0,0,173,1645,-105.26986559,40.01060133,0,0,20,0,-255,0,0,0,0,0,0,0,0
45,46,0,0.00233,0,0,181,1645,-105.26986517,40.01060234,0,0,20,0,-255,0,0,0,0,0,0,0,0
46,48,0,0.00233,0,0,180,1645,-105.26986584,40.01060242,0,0,20,0,-255,0,0,0,0,0,0,0,0
47,48,0,0.0024,0,0,168,1645,-105.26986601,40.01060309,0,0,20,0,-255,0,0,0,0,0,0,0,0
48,51,0,0.0024,0,0,168,1645,-105.26986727,40.01060259,0,0,20,0,-255,0,0,0,0,0,0,0,0
49,53,0,0.0024,0,0,115,1645,-105.26986785,40.01060250,0,0,20,0,-255,0,0,0,0,0,0,0,0
50,58,0,0.0024,0,0,170,1645,-105.26986811,40.01060234,0,0,20,0,-255,0,0,0,0,0,0,0,0
51,59,0,0.00248,0,0,176,1645,-105.26986853,40.01060317,0,0,20,0,-255,0,0,0,0,0,0,0,0
52,58,0,0.0025,0,0,186,1645,-105.26986878,40.01060342,0,0,20,0,-255,0,0,0,0,0,0,0,0
53,58,0,0.0025,0,0,185,1645,-105.26986920,40.01060351,0,0,20,0,-255,0,0,0,0,0,0,0,0
54,58,0,0.0025,0,0,183,1645,-105.26986911,40.01060334,0,0,20,0,-255,0,0,0,0,0,0,0,0
55,65,0,0.00251,0,0,143,1645,-105.26986970,40.01060351,0,0,20,0,-255,0,0,0,0,0,0,0,0
56,67,0,0.00253,0,0,177,1644.8,-105.26987012,40.01060384,0,0,20,0,-255,0,0,0,0,0,0,0,0
57,68,0,0.00256,0,0,191,1644.8,-105.26987054,40.01060418,0,0,20,0,-255,0,0,0,0,0,0,0,0
58,69,0,0.00259,0,0,167,1644.8,-105.26987029,40.01060443,0,0,20,0,-255,0,0,0,0,0,0,0,0
59,67,0,0.00259,0,0,157,1644.8,-105.26987020,40.01060435,0,0,20,0,-255,0,0,0,0,0,0,0,0
60,66,0,0.00259,0,0,160,1644.8,-105.26987037,40.01060426,0,0,20,0,-255,0,0,0,0,0,0,0,0
61,68,0,0.00259,0,0,190,1645,-105.26987062,40.01060384,0,0,20,0,-255,0,0,0,0,0,0,0,0
62,68,0,0.00259,0,0,168,1645,-105.26987096,40.01060342,0,0,20,0,-255,0,0,0,0,0,0,0,0
63,67,0,0.00264,0,0,187,1645,-105.26987062,40.01060376,0,0,20,0,-255,0,0,0,0,0,0,0,0
64,68,0,0.00264,0,0,170,1645,-105.26987087,40.01060351,0,0,20,0,-255,0,0,0,0,0,0,0,0
65,68,0,0.00264,0,0,147,1645,-105.26987112,40.01060359,0,0,20,0,-255,0,0,0,0,0,0,0,0
66,71,0,0.00264,0,0,147,1645,-105.26987121,40.01060342,0,0,20,0,-255,0,0,0,0,0,0,0,0
67,77,0,0.00264,0,0,185,1645,-105.26987163,40.01060309,0,0,20,0,-255,0,0,0,0,0,0,0,0
68,78,0,0.00264,0,0,163,1645,-105.26987196,40.01060275,0,0,20,0,-255,0,0,0,0,0,0,0,0
69,78,0,0.00264,0,0,188,1645,-105.26987221,40.01060284,0,0,20,0,-255,0,0,0,0,0,0,0,0
70,78,0,0.00264,0,0,188,1645,-105.26987263,40.01060208,0,0,20,0,-255,0,0,0,0,0,0,0,0
71,78,0,0.00264,0,0,193,1645,-105.26987339,40.01060175,0,0,20,0,-255,0,0,0,0,0,0,0,0
72,76,0,0.00264,0,0,193,1645,-105.26987414,40.01060150,0,0,20,0,-255,0,0,0,0,0,0,0,0
73,76,0,0.00264,0,0,196,1645,-105.26987481,40.01060133,0,0,20,0,-255,0,0,0,0,0,0,0,0
74,77,0,0.00265,0,0,196,1645,-105.26987498,40.01060141,0,0,20,0,-255,0,0,0,0,0,0,0,0
75,77,0,0.00265,0,0,175,1645,-105.26987506,40.01060091,0,0,20,0,-255,0,0,0,0,0,0,0,0
76,76,0,0.00265,0,0,189,1645,-105.26987548,40.01060024,0,0,20,0,-255,0,0,0,0,0,0,0,0
77,77,0,0.00265,0,0,193,1645,-105.26987557,40.01059982,0,0,20,0,-255,0,0,0,0,0,0,0,0
78,78,0,0.00265,0,0,185,1645,-105.26987573,40.01059932,0,0,20,0,-255,0,0,0,0,0,0,0,0
79,77,0,0.00265,0,0,171,1645,-105.26987615,40.01059898,0,0,20,0,-255,0,0,0,0,0,0,0,0
80,76,0,0.00265,0,0,146,1645,-105.26987624,40.01059881,0,0,20,0,-255,0,0,0,0,0,0,0,0
81,77,0,0.00265,0,0,186,1645,-105.26987674,40.01059865,0,0,20,0,-255,0,0,0,0,0,0,0,0
82,77,0,0.00265,0,0,182,1645,-105.26987724,40.01059865,0,0,20,0,-255,0,0,0,0,0,0,0,0
83,78,0,0.00265,0,0,168,1645,-105.26987816,40.01059856,0,0,20,0,-255,0,0,0,0,0,0,0,0
84,76,0,0.00266,0,0,169,1644.8,-105.26987875,40.01059873,0,0,20,0,-255,0,0,0,0,0,0,0,0
85,77,0,0.00266,0,0,185,1645,-105.26987934,40.01059881,0,0,20,0,-255,0,0,0,0,0,0,0,0
86,77,0,0.00266,0,0,166,1645,-105.26988018,40.01059881,0,0,20,0,-255,0,0,0,0,0,0,0,0
